Minute | Consumption (W) - SCENARIO: Radio Fan Day
725    | 751.19         
726    | 749.86         
727    | 746.99         
728    | 751.82         
729    | 747.18         
730    | 747.21         
731    | 1747.26        
732    | 1751.61        
733    | 1752.53        
734    | 1751.49        
735    | 1750.45        
736    | 1753.28        
737    | 1747.27        
738    | 1752.29        
739    | 1753.10        
740    | 1751.96        
741    | 752.90         
742    | 747.05         
743    | 752.29         
744    | 752.99         
745    | 748.91         
746    | 747.91         
747    | 753.04         
748    | 747.84         
749    | 748.81         
750    | 748.17         
751    | 749.39         
752    | 749.38         
753    | 751.26         
754    | 747.42         
755    | 748.04         
756    | 748.74         
757    | 751.09         
758    | 753.11         
759    | 747.50         
760    | 747.16         
761    | 753.44         
762    | 749.75         
763    | 751.06         
764    | 750.34         
765    | 753.02         
766    | 746.58         
767    | 750.78         
768    | 749.70         
769    | 752.73         
770    | 752.11         
771    | 753.52         
772    | 746.92         
773    | 751.64         
774    | 749.01         
775    | 748.72         
776    | 750.70         
777    | 748.99         
778    | 750.13         
779    | 746.43         
780    | 749.93         
781    | 716.63         
782    | 719.84         
783    | 717.73         
784    | 720.85         
785    | 722.14         
786    | 719.57         
787    | 717.99         
788    | 716.80         
789    | 717.85         
790    | 720.14         
791    | 720.00         
792    | 722.13         
793    | 717.70         
794    | 718.96         
795    | 719.98         
796    | 722.19         
797    | 718.37         
798    | 723.28         
799    | 722.15         
800    | 719.23         
801    | 723.09         
802    | 718.62         
803    | 723.51         
804    | 719.06         
805    | 720.22         
806    | 717.58         
807    | 721.84         
808    | 723.58         
809    | 721.72         
810    | 720.98         
811    | 717.60         
812    | 720.81         
813    | 721.52         
814    | 720.23         
815    | 723.14         
816    | 717.35         
817    | 718.10         
818    | 717.16         
819    | 722.07         
820    | 722.81         
821    | 721.56         
822    | 723.54         
823    | 721.46         
824    | 719.74         
825    | 721.22         
826    | 719.34         
827    | 722.77         
828    | 717.40         
829    | 722.50         
830    | 719.28         
831    | 716.77         
832    | 717.78         
833    | 721.79         
834    | 718.54         
835    | 717.34         
836    | 719.31         
837    | 720.20         
838    | 721.91         
839    | 718.48         
840    | 716.71         
841    | 720.64         
842    | 718.11         
843    | 720.29         
844    | 722.22         
845    | 717.15         
846    | 717.23         
847    | 721.19         
848    | 721.69         
849    | 718.86         
850    | 721.77         
851    | 718.47         
852    | 717.70         
853    | 720.81         
854    | 723.47         
855    | 720.23         
856    | 716.53         
857    | 718.48         
858    | 719.31         
859    | 718.35         
860    | 721.44         
861    | 722.88         
862    | 720.30         
863    | 719.82         
864    | 718.85         
865    | 722.33         
866    | 717.94         
867    | 718.19         
868    | 721.88         
869    | 722.17         
870    | 719.91         
871    | 723.58         
872    | 718.86         
873    | 717.95         
874    | 720.00         
875    | 717.39         
876    | 722.45         
877    | 719.53         
878    | 719.37         
879    | 717.64         
880    | 719.94         
881    | 723.06         
882    | 722.95         
883    | 721.71         
884    | 719.86         
885    | 719.89         
886    | 721.42         
887    | 719.52         
888    | 717.19         
889    | 723.30         
890    | 719.74         
891    | 722.95         
892    | 720.84         
893    | 719.22         
894    | 719.10         
895    | 719.72         
896    | 721.22         
897    | 716.82         
898    | 717.72         
899    | 722.04         
900    | 720.46         
901    | 721.94         
902    | 721.57         
903    | 719.63         
904    | 717.28         
905    | 719.31         
906    | 721.64         
907    | 719.37         
908    | 719.41         
909    | 716.89         
910    | 719.96         
911    | 716.74         
912    | 717.10         
913    | 721.42         
914    | 722.86         
915    | 717.28         
916    | 720.85         
917    | 718.99         
918    | 716.50         
919    | 721.46         
920    | 719.65         
921    | 721.24         
922    | 716.81         
923    | 719.95         
924    | 719.17         
925    | 719.32         
926    | 718.03         
927    | 720.04         
928    | 722.52         
929    | 719.85         
930    | 719.31         
931    | 717.29         
932    | 721.87         
933    | 723.58         
934    | 719.29         
935    | 721.65         
936    | 717.02         
937    | 722.41         
938    | 723.12         
939    | 718.30         
940    | 720.22         
941    | 722.82         
942    | 721.76         
943    | 718.33         
944    | 719.61         
945    | 723.25         
946    | 721.51         
947    | 717.84         
948    | 721.93         
949    | 721.88         
950    | 723.20         
951    | 722.78         
952    | 721.71         
953    | 720.52         
954    | 719.27         
955    | 719.63         
956    | 719.03         
957    | 719.07         
958    | 721.75         
959    | 716.95         
960    | 722.95         
961    | 723.25         
962    | 721.31         
963    | 719.79         
964    | 721.84         
965    | 719.87         
966    | 717.32         
967    | 720.61         
968    | 723.26         
969    | 716.88         
970    | 723.39         
971    | 719.94         
972    | 722.91         
973    | 723.11         
974    | 720.36         
975    | 720.55         
976    | 717.52         
977    | 718.28         
978    | 723.56         
979    | 722.23         
980    | 717.45         
981    | 720.92         
982    | 719.52         
983    | 719.71         
984    | 718.37         
985    | 718.86         
986    | 721.84         
987    | 719.70         
988    | 720.76         
989    | 718.27         
990    | 723.34         
991    | 720.20         
992    | 717.10         
993    | 718.46         
994    | 722.29         
995    | 722.67         
996    | 721.87         
997    | 717.65         
998    | 722.70         
999    | 716.92         
1000   | 721.99         
1001   | 721.38         
1002   | 722.31         
1003   | 718.84         
1004   | 716.53         
1005   | 718.15         
1006   | 716.99         
1007   | 718.84         
1008   | 723.42         
1009   | 723.41         
1010   | 722.59         
1011   | 723.23         
1012   | 719.04         
1013   | 721.27         
1014   | 723.33         
1015   | 716.50         
1016   | 722.87         
1017   | 718.92         
1018   | 720.36         
1019   | 717.86         
1020   | 721.75         
1021   | 868.05         
1022   | 872.33         
1023   | 870.43         
1024   | 868.32         
1025   | 870.36         
1026   | 871.61         
1027   | 869.93         
1028   | 869.39         
1029   | 872.20         
1030   | 869.70         
1031   | 871.42         
1032   | 867.64         
1033   | 870.82         
1034   | 866.59         
1035   | 870.11         
1036   | 868.42         
1037   | 869.50         
1038   | 871.81         
1039   | 870.19         
1040   | 867.93         
1041   | 868.65         
1042   | 870.00         
1043   | 867.77         
1044   | 873.01         
1045   | 869.73         
1046   | 867.20         
1047   | 872.23         
1048   | 867.86         
1049   | 866.49         
1050   | 873.36         
1051   | 872.63         
1052   | 871.36         
1053   | 869.67         
1054   | 866.99         
1055   | 870.45         
1056   | 872.30         
1057   | 871.36         
1058   | 871.13         
1059   | 869.75         
1060   | 867.57         
1061   | 870.41         
1062   | 869.53         
1063   | 873.08         
1064   | 869.60         
1065   | 872.63         
1066   | 873.28         
1067   | 869.95         
1068   | 867.10         
1069   | 870.42         
1070   | 872.83         
1071   | 868.55         
1072   | 872.52         
1073   | 869.11         
1074   | 870.15         
1075   | 869.48         
1076   | 871.06         
1077   | 869.29         
1078   | 868.84         
1079   | 869.68         
1080   | 869.96         
1081   | 868.33         
1082   | 866.67         
1083   | 871.37         
1084   | 869.78         
1085   | 871.05         
1086   | 873.17         
1087   | 871.39         
1088   | 867.75         
1089   | 872.62         
1090   | 869.84         
1091   | 873.38         
1092   | 873.13         
1093   | 866.53         
1094   | 871.01         
1095   | 871.65         
1096   | 871.30         
1097   | 870.34         
1098   | 867.94         
1099   | 866.89         
1100   | 869.55         
1101   | 871.53         
1102   | 873.41         
1103   | 871.52         
1104   | 870.66         
1105   | 873.57         
1106   | 866.45         
1107   | 871.51         
1108   | 869.53         
1109   | 872.33         
1110   | 872.86         
1111   | 866.47         
1112   | 873.08         
1113   | 869.34         
1114   | 870.97         
1115   | 871.98         
1116   | 870.25         
1117   | 870.55         
1118   | 868.20         
1119   | 869.30         
1120   | 869.90         
1121   | 872.11         
1122   | 872.32         
1123   | 866.66         
1124   | 867.19         
1125   | 868.93         
1126   | 869.41         
1127   | 869.32         
1128   | 866.93         
1129   | 871.72         
1130   | 868.96         
1131   | 872.17         
1132   | 867.14         
1133   | 870.76         
1134   | 869.64         
1135   | 866.88         
1136   | 867.69         
1137   | 869.67         
1138   | 873.32         
1139   | 867.81         
1140   | 872.11         
1141   | 869.94         
1142   | 870.45         
1143   | 872.95         
1144   | 868.80         
1145   | 871.05         
1146   | 871.53         
1147   | 870.16         
1148   | 867.53         
1149   | 870.87         
1150   | 870.24         
1151   | 869.33         
1152   | 868.15         
1153   | 870.63         
1154   | 867.64         
1155   | 873.48         
1156   | 867.33         
1157   | 870.13         
1158   | 870.37         
1159   | 869.27         
1160   | 866.72         
1161   | 873.51         
1162   | 867.94         
1163   | 871.49         
1164   | 872.30         
1165   | 868.79         
1166   | 868.76         
1167   | 871.85         
1168   | 870.11         
1169   | 870.32         
1170   | 873.29         
1171   | 869.51         
1172   | 869.45         
1173   | 872.57         
1174   | 869.22         
1175   | 871.62         
1176   | 867.10         
1177   | 870.75         
1178   | 870.77         
1179   | 866.63         
1180   | 870.53         
1181   | 871.25         
1182   | 868.05         
1183   | 867.92         
1184   | 869.64         
1185   | 868.77         
1186   | 873.40         
1187   | 871.00         
1188   | 873.21         
1189   | 869.89         
1190   | 872.16         
1191   | 867.88         
1192   | 873.50         
1193   | 867.91         
1194   | 870.58         
1195   | 870.49         
1196   | 867.88         
1197   | 873.54         
1198   | 867.18         
1199   | 871.29         
1200   | 867.06         
1201   | 853.47         
1202   | 847.38         
1203   | 851.96         
1204   | 847.92         
1205   | 849.60         
1206   | 852.74         
1207   | 851.85         
1208   | 853.53         
1209   | 847.27         
1210   | 851.75         
1211   | 851.89         
1212   | 851.92         
1213   | 849.80         
1214   | 853.05         
1215   | 848.22         
1216   | 849.00         
1217   | 851.54         
1218   | 853.35         
1219   | 846.73         
1220   | 852.62         
1221   | 846.87         
1222   | 849.10         
1223   | 849.47         
1224   | 848.83         
1225   | 847.57         
1226   | 847.56         
1227   | 851.43         
1228   | 851.40         
1229   | 850.05         
1230   | 850.85         
1231   | 851.98         
1232   | 848.83         
1233   | 847.54         
1234   | 853.51         
1235   | 851.05         
1236   | 847.14         
1237   | 847.17         
1238   | 850.13         
1239   | 847.50         
1240   | 853.00         
1241   | 853.44         
1242   | 847.98         
1243   | 848.38         
1244   | 846.63         
1245   | 853.50         
1246   | 850.86         
1247   | 846.95         
1248   | 847.47         
1249   | 852.29         
1250   | 853.58         
1251   | 852.29         
1252   | 848.46         
1253   | 847.51         
1254   | 850.45         
1255   | 849.29         
1256   | 847.87         
1257   | 848.70         
1258   | 852.66         
1259   | 849.89         
1260   | 849.09         
1261   | 449.56         
1262   | 449.26         
1263   | 448.52         
1264   | 451.75         
1265   | 446.89         
1266   | 449.22         
1267   | 450.50         
1268   | 452.37         
1269   | 447.36         
1270   | 451.63         
1271   | 446.68         
1272   | 452.78         
1273   | 446.40         
1274   | 446.96         
1275   | 447.62         
1276   | 453.12         
1277   | 452.59         
1278   | 452.46         
1279   | 446.75         
1280   | 452.59         
1281   | 451.53         
1282   | 447.02         
1283   | 451.22         
1284   | 450.03         
1285   | 453.18         
1286   | 453.47         
1287   | 451.74         
1288   | 446.62         
1289   | 447.19         
1290   | 448.28         
1291   | 452.32         
1292   | 446.89         
1293   | 450.78         
1294   | 452.68         
1295   | 449.51         
1296   | 450.82         
1297   | 448.37         
1298   | 447.81         
1299   | 448.05         
1300   | 447.23         
1301   | 450.07         
1302   | 450.11         
1303   | 448.09         
1304   | 451.77         
1305   | 451.86         
1306   | 451.34         
1307   | 450.06         
1308   | 453.51         
1309   | 452.79         
1310   | 447.39         
1311   | 448.93         
1312   | 452.25         
1313   | 453.22         
1314   | 449.26         
1315   | 449.71         
1316   | 447.24         
1317   | 449.43         
1318   | 452.80         
1319   | 449.63         
1320   | 452.54         
1321   | 210.00         
1322   | 210.00         
1323   | 210.00         
1324   | 210.00         
1325   | 210.00         
1326   | 210.00         
1327   | 210.00         
1328   | 210.00         
1329   | 210.00         
1330   | 210.00         
1331   | 210.00         
1332   | 210.00         
1333   | 210.00         
1334   | 210.00         
1335   | 210.00         
1336   | 210.00         
1337   | 210.00         
1338   | 210.00         
1339   | 210.00         
1340   | 210.00         
1341   | 210.00         
1342   | 210.00         
1343   | 210.00         
1344   | 210.00         
1345   | 210.00         
1346   | 210.00         
1347   | 210.00         
1348   | 210.00         
1349   | 210.00         
1350   | 210.00         
1351   | 210.00         
1352   | 210.00         
1353   | 210.00         
1354   | 210.00         
1355   | 210.00         
1356   | 210.00         
1357   | 210.00         
1358   | 210.00         
1359   | 210.00         
1360   | 210.00         
1361   | 210.00         
1362   | 210.00         
1363   | 210.00         
1364   | 210.00         
1365   | 210.00         
1366   | 210.00         
1367   | 210.00         
1368   | 210.00         
1369   | 210.00         
1370   | 210.00         
1371   | 210.00         
1372   | 210.00         
1373   | 210.00         
1374   | 210.00         
1375   | 210.00         
1376   | 210.00         
1377   | 210.00         
1378   | 210.00         
1379   | 210.00         
1380   | 210.00         
1381   | 210.00         
1382   | 210.00         
1383   | 210.00         
1384   | 210.00         
1385   | 210.00         
1386   | 210.00         
1387   | 210.00         
1388   | 210.00         
1389   | 210.00         
1390   | 210.00         
1391   | 210.00         
1392   | 210.00         
1393   | 210.00         
1394   | 210.00         
1395   | 210.00         
1396   | 210.00         
1397   | 210.00         
1398   | 210.00         
1399   | 210.00         
1400   | 210.00         
1401   | 210.00         
1402   | 210.00         
1403   | 210.00         
1404   | 210.00         
1405   | 210.00         
1406   | 210.00         
1407   | 210.00         
1408   | 210.00         
1409   | 210.00         
1410   | 210.00         
1411   | 210.00         
1412   | 210.00         
1413   | 210.00         
1414   | 210.00         
1415   | 210.00         
1416   | 210.00         
1417   | 210.00         
1418   | 210.00         
1419   | 210.00         
1420   | 210.00         
1421   | 210.00         
1422   | 210.00         
1423   | 210.00         
1424   | 210.00         
1425   | 210.00         
1426   | 210.00         
1427   | 210.00         
1428   | 210.00         
1429   | 210.00         
1430   | 210.00         
1431   | 210.00         
1432   | 210.00         
1433   | 210.00         
1434   | 210.00         
1435   | 210.00         
1436   | 210.00         
1437   | 210.00         
1438   | 210.00         
1439   | 210.00         
1440   | 210.00         
